Place,Address,Tags,url
Astons Specialities (Bugis+),201 Victoria Street #05-08 Bugis+ Singapore 188067,['Western'],https://www.burpple.com/astons-specialties
Sharetea (Bugis Junction),200 Victoria Street #01-14A Bugis Junction Singapore 188021,['Desserts'],https://www.burpple.com/share-tea-12
Ramen Champion (Bugis+),201 Victoria Street #04-10 Bugis+ Singapore 188067,"['Ramen', 'Japanese']",https://www.burpple.com/ramen-champion
Ajisen Ramen (Bugis Junction),200 Victoria Street #01-01 Bugis Junction Singapore 188021,"['Ramen', 'Japanese']",https://www.burpple.com/ajisen-ramen-15
Bumbu Restaurant (Bugis),44 Kandahar Street Singapore 198897,"['Burpple Guides', 'Thai', 'Indonesian', 'Halal']",https://www.burpple.com/bumbu
Tori Q (Bugis Junction),200 Victoria Street #B1-K1 Bugis Junction Singapore 188024,"['Fast Food', 'Japanese']",https://www.burpple.com/toriq-3
McDonald's (Bugis Junction),200 Victoria Street #01-66 Bugis Junction Singapore 188024,"['Fast Food', 'Supper']",https://www.burpple.com/mcdonaldstm-bugis-junction
Sukhothai Kitchen (Bugis),149 Rochor Road #B1-22 Fu Lu Shou Complex Choh Dee Food Place Singapore 188425,['Thai'],https://www.burpple.com/sukhothai-kitchen-authentic-thai-cuisine
Super Dream (Bugis),3 New Bugis Street #01-MSV12 Singapore 188867,['Desserts'],https://www.burpple.com/super-dream
The SaladBox (Bugis),191 Rochor Road #B2-08 Bugis MRT Singapore 188476,"['Healthy', 'Salads']",https://www.burpple.com/the-saladbox
Rumah Makan Minang (Bugis),18/18A Kandahar Street Singapore 198884,"['Local Delights', 'Indonesian', 'Halal']",https://www.burpple.com/rumah-makan-minang
Astons Specialities (Bugis+),201 Victoria Street #05-08 Bugis+ Singapore 188067,['Western'],https://www.burpple.com/astons-specialties
Sharetea (Bugis Junction),200 Victoria Street #01-14A Bugis Junction Singapore 188021,['Desserts'],https://www.burpple.com/share-tea-12
Xin Yuan Ji (Bugis),31 Tan Quee Lan Street #01-01 Singapore 188117,"['Seafood', 'Zi Char', 'Cheap & Good', 'Good For Groups', 'Steamboat', 'Hawker Food']",https://www.burpple.com/xin-yuan-ji
Wow Tako (Bugis Junction),200 Victoria Street #B1-K17 Bugis Junction Singapore 188021,['Japanese'],https://www.burpple.com/wow-tako
Royale (Mercure Singapore Bugis),122 Middle Road Level 3 Mercure Singapore Bugis Singapore 188973,"['Buffets', 'Good For Groups']",https://www.burpple.com/royale-restaurant
Xian De Lai (Bugis),18 Liang Seah Street Singapore 189039,"['Buffets', 'Supper', 'Chinese', 'Steamboat']",https://www.burpple.com/liang-seah-street-bugis
Jinjja Chicken (Bugis Village),249 Victoria Street Singapore 188034,"['Fast Food', 'Cheap & Good', 'Korean', 'Korean Desserts', 'Korean Fried Chicken', 'Halal']",https://www.burpple.com/jinjja-chicken
Seoul Garden (Bugis Junction),200 Victoria Street #02-52 Bugis Junction Singapore 188021,"['Korean BBQ', 'Buffets', 'Good For Groups', 'BBQ', 'Halal']",https://www.burpple.com/seoul-garden-16
Chewy Junior (Bugis Junction),200 Victoria Street #B1-12 Bugis Junction Singapore 188021,"['Bread', 'Desserts']",https://www.burpple.com/chewy-junior-8
Four Leaves (Bugis Junction),200 Victoria Street #B1-14/15 Bugis Junction Singapore 188021,"['Bread', 'Cakes']",https://www.burpple.com/four-leaves-bugis
I Love Taimei (Bugis Junction),200 Victoria Street #B1-K11/11A Bugis Junction Singapore 188021,"['Taiwanese', 'Fast Food', 'Bubble Tea']",https://www.burpple.com/i-love-taimei-bugis-junction
Pepper Lunch Express (Bugis Junction),200 Victoria Street #03-30 Bugis Junction Food Junction Singapore 188021,"['Steak', 'Kopitiam', 'Japanese']",https://www.burpple.com/peper-lunch-express
FatPapas Burgers and Shakes (Bugis),17 Bali Lane Singapore 189853,"['Burgers', 'Western', 'Halal']",https://www.burpple.com/fat-papas
Ma Maison Restaurant (Bugis Junction),200 Victoria Street #02-51 Bugis Junction Singapore 188021,"['Steak', 'Japanese']",https://www.burpple.com/ma-maison-restaurant
Let's Eat (Bugis Junction),200 Victoria Street #B1-K23 Bugis Junction Singapore 188025,"['Local Delights', 'Hawker Food']",https://www.burpple.com/lets-eat
Polar Puffs & Cakes (Bugis Junction),200 Victoria Street #B1-K8 Bugis Junction Singapore 188021,"['Bread', 'Cakes', 'Halal']",https://www.burpple.com/polar-puffs
My Favourite Cafe (Bugis Cube),470 North Bridge Road #02-10 Bugis Cube Singapore 188735,"['Local Delights', 'Cheap & Good', 'Hawker Food']",https://www.burpple.com/favourite-cafe-1
Gao Peng Cuisine (Bugis Village),233 Victoria Street Singapore 188026,['Chinese'],https://www.burpple.com/gao-peng-cuisine
Beard Papa's (Bugis Junction),200 Victoria Street #B1-12A Bugis Junction Singapore 188021,['Desserts'],https://www.burpple.com/beard-papa-1
Ritz Apple Strudel (Bugis Junction),200 Victoria Street #B1-K12 Bugis Junction Singapore 188021,"['Desserts', 'Halal']",https://www.burpple.com/ritz-apple-strudel-bugis-junction
Chang Cheng Mee Wah (Bugis 269),269 Queen Street #01-236 Singapore 180269,"['Kopitiam', 'Hawker Food']",https://www.burpple.com/qs-269-food-house
Mei Heong Yuen Dessert (Bugis),16 Liang Seah Street Singapore 189037,['Desserts'],https://www.burpple.com/mei-heong-yuen-dessert-bugis
HarriAnns Nonya Table (Bugis Junction),230 Victoria Street #01-01A Bugis Junction Towers Singapore 188024,"['Peranakan', 'Desserts']",https://www.burpple.com/harrianns-delights
QQ Noodle House (Bugis Village),231 Victoria Street Bugis Village Singapore 188025,"['Local Delights', 'Hawker Food']",https://www.burpple.com/qq-noodle-house
I Love Taimei (Bugis Village),52 Queen Street #ABFL-21 Singapore 188539,"['Taiwanese', 'Fast Food', 'Bubble Tea']",https://www.burpple.com/i-love-taimei
Fun Toast (Bugis Downtown MRT),191 Rochor Road #B2-06 Bugis MRT Singapore 188476,"['Local Delights', 'Bread', 'Cafes & Coffee']",https://www.burpple.com/fun-toast-3
Tuk Tuk Cha (Bugis Junction),200 Victoria Street #M01-K1 Bugis Junction Singapore 188021,"['Thai', 'Desserts', 'Halal']",https://www.burpple.com/tuk-tuk-cha-5
Odeon Beef Noodles (Bugis Junction),200 Victoria Street #03-30 Bugis Junction Food Junction Singapore 180021,"['Kopitiam', 'Hawker Food']",https://www.burpple.com/odeon-beef-noodles
Beauty Nutritious Soup (Bugis Junction),200 Victoria Street #03-30 Bugis Junction Food Junction Stall 3 Singapore 188021,"['Soup', 'Hawker Food']",https://www.burpple.com/beauty-nutritious-soup-bugis-junction
Sumire Yakitori House (Bugis Junction),200 Victoria Street #01-88/89 Bugis Junction Singapore 188021,"['Japanese', 'Takeaway Available']",https://www.burpple.com/sumire-yakitori-house
Hong Kong Egglet (Bugis Junction),200 Victoria Street #B1-K14 Bugis Junction Singapore 188021,['Desserts'],https://www.burpple.com/hong-kong-egglet-1
Old Chang Kee (Bugis Junction),200 Victoria Street #B1-13 Bugis Junction Singapore 188021,"['Local Delights', 'Fast Food', 'Halal']",https://www.burpple.com/old-chang-kee-16
Popeyes Louisiana Kitchen (Bugis Village),229 Victoria Street Singapore 188023,"['Fast Food', 'Halal']",https://www.burpple.com/popeye-luisiana-kitchen-at-bugis
Cast Iron,7 Fraser Street #01-32/33 DUO Galleria Singapore 189356,"['Bars', 'Sushi', 'Steak', 'Japanese', 'Dinner With Drinks', 'Date Night']",https://www.burpple.com/cast-iron
The Coffee Bean & Tea Leaf (Bugis+),201 Victoria Street #01-06 Bugis+ Singapore 188067,"['Cafes & Coffee', 'Halal']",https://www.burpple.com/the-coffee-bean-tea-leaf-74
New Manlee Bak Kut Teh (Bugis+),201 Victoria Street #01-12 Bugis+ Singapore 188067,"['Rainy Day Comforts', 'Bak Kut Teh', 'Hawker Food']",https://www.burpple.com/new-manlee-bak-kut-teh
The Connoisseur Concerto (Bugis Junction Main),80 Middle Road #01-92-96 Bugis Junction Singapore 188966,"['Cafes & Coffee', 'Western', 'Breakfast & Brunch']",https://www.burpple.com/the-connoisseur-concerto-tcc-24
Long John Silver's (Bugis Village),251 Victoria Street Bugis Village Singapore 188035,"['Fast Food', 'Halal']",https://www.burpple.com/long-john-silver-bugis-village
Ya Kun Kaya Toast (Bugis Junction),200 Victoria Street #B1-11 Bugis Junction Singapore 188024,"['Local Delights', 'Bread', 'Cafes & Coffee', 'Breakfast & Brunch']",https://www.burpple.com/yakun-kaya-toast-bugis-junction
The Original Boat Noodle (Bugis Junction),200 Victoria Street #02-46 Bugis Junction Singapore 188021,['Thai'],https://www.burpple.com/the-original-boat-noodle-bugis-junction
Jalan Tua Kong Lau Lim (Bugis),269 Queen Street #01-235 Singapore 180269,['Hawker Food'],https://www.burpple.com/jalan-tua-kong-lau-lim-mee-pok-at-bugis
The Connoisseur Concerto (Bugis Junction Atrium),80 Middle Road #01-97 Bugis Junction Singapore 188966,"['Cafes & Coffee', 'Breakfast & Brunch']",https://www.burpple.com/tccbugis-junction
Fika Swedish Cafe & Bistro,257 Beach Road Singapore 199539,"['Cafes & Coffee', 'Western', 'Halal']",https://www.burpple.com/fika-swedish-cafe-bistro
Xiao Long Kan Hotpot (Bugis Junction),200 Victoria Street #02-54 Bugis Junction Singapore 188021,"['Rainy Day Comforts', 'Supper', 'Late Night', 'Chinese', 'Steamboat']",https://www.burpple.com/xiao-long-kan-hotpot-bugis-junction
HAYO,112 Middle Road #01-00C Midland House Singapore 188970,"['Ice Cream & Yoghurt', 'Healthy', 'Desserts']",https://www.burpple.com/hayo-100-australian-artisanal-yogurt-beverage
Albert Centre Market & Food Centre,270 Queen Street Singapore 180270,"['Cheap & Good', 'Hawker Food']",https://www.burpple.com/albert-centre-market-food-centre-queen-street-market
Q-WA Izakaya (Beach Road),103 Beach Road #01-02 Singapore 189704,"['Bars', 'Japanese', 'Good For Groups', '1-For-1 Deals']",https://www.burpple.com/qwa-izakaya-beach-road
LeNu Chef Wai’s Noodle Bar (Bugis Junction),200 Victoria Street #B1-22 Bugis Junction Singapore 188021,['Taiwanese'],https://www.burpple.com/lenu-taiwan-beef-noodle-bar
Crystal Jade La Mian Xiao Long Bao (Bugis Junction),200 Victoria Street #B1-04A Bugis Junction Singapore 188021,"['Dim Sum', 'Good For Groups', 'Chinese']",https://www.burpple.com/crystal-jade-la-mian-xiao-long-bao-5
Ah Heng Curry Chicken Bee Hoon Mee (Bugis),269B Queen Street #01-236 QS269 Food House Singapore 182269,"['Rainy Day Comforts', 'Hawker Food']",https://www.burpple.com/ah-heng-curry-noodles-bugis
Deli Moroccan,51 Bussorah Street Singapore 199467,"['Middle Eastern', 'Turkish']",https://www.burpple.com/deli-moroccan
Blanco Court Fried Fish Noodles,325 Beach Road Singapore 199559,"['Rainy Day Comforts', 'Soup', 'Hawker Food']",https://www.burpple.com/blanco-court-fish-soup
I am... (Haji Lane),674 North Bridge Road #01-01 Singapore 188804,"['Burpple Guides', 'Cafes & Coffee', 'Burgers', 'Western', 'Halal']",https://www.burpple.com/i-am-cafe
ROCKU Yakiniku,201 Victoria Street #04-06 Bugis+ Singapore 188067,"['Steak', 'Buffets', 'Japanese', 'Good For Groups', 'BBQ']",https://www.burpple.com/rocku-japanese-charcoal-grill
Milksha (Funan),107 North Bridge Road #02-K07 Funan Singapore 179105,"['Taiwanese', 'Desserts', 'Takeaway Available', 'Bubble Tea']",https://www.burpple.com/milksha-funan
Ri Ji Porridge (Queen Street),269B Queen Street QS269 Coffeeshop Singapore 182269,['Hawker Food'],https://www.burpple.com/SyzYHE84
Box n Sticks,28 Kandahar Street Singapore 198889,"['Sushi', 'Japanese', 'Dinner With Drinks', 'Good For Groups']",https://www.burpple.com/box-n-sticks
Blanco Court Prawn Noodle,243 Beach Road #01-01 Singapore 189754,"['Local Delights', 'Hawker Food']",https://www.burpple.com/blanco-court-prawn-mee
Warong Nasi Pariaman,736/738 North Bridge Road Singapore 198706,"['Local Delights', 'Indonesian', 'Halal']",https://www.burpple.com/warong-nasi-pariaman
Bai Nian Niang Dou Fu (Albert Centre Market & Food Centre),270 Queen Street #01-106 Albert Centre Market & Food Centre Singapore 180270,"['Cheap & Good', 'Hawker Food']",https://www.burpple.com/sgYXV5q7
Beirut Grill,72 Bussorah Street Singapore 199485,"['Middle Eastern', '1-For-1 Deals', 'Mediterranean']",https://www.burpple.com/beirut-grill
La Marelle Café & Boutique,25A Baghdad Street Singapore 199664,"['Burpple Guides', 'Cafes & Coffee', 'Cakes', 'Breakfast & Brunch', 'Halal']",https://www.burpple.com/la-marele-cafe
Alaturka,15 Bussorah Street Singapore 199436,"['Middle Eastern', 'Turkish', 'Good For Groups', 'Mediterranean', 'Halal']",https://www.burpple.com/alaturka-restaurant-1
Tabbouleh (Bussorah Street),54 Bussorah Street Singapore 199470,"['Middle Eastern', 'Turkish', '1-For-1 Deals']",https://www.burpple.com/tabbouleh-bussorah-street
Warung Ijo,337 Beach Road Singapore 199565,"['Local Delights', 'Vegetarian', 'Cafes & Coffee', 'Indonesian', 'Nasi Lemak']",https://www.burpple.com/warung-ijo
Pancake Boss Martabak Manis,470 North Bridge Road #04-15 Bugis Cube Mall Singapore 188735,"['Desserts', 'Indonesian']",https://www.burpple.com/pancake-boss
Chong Qing (Original) Steamboat Hotpot 重庆正宗老火锅,87 Beach Road #01-02 Chye Sing Building Singapore 189695,"['Supper', 'Late Night', 'Chinese', 'Steamboat']",https://www.burpple.com/chong-qing-zheng-zhong-ma-la-huo-guo-steamboat
Nan Hwa Chong Fish Head Steamboat Corner,812/814/816 North Bridge Road Singapore 198779,"['Rainy Day Comforts', 'Zi Char', 'Supper', 'Steamboat']",https://www.burpple.com/nan-hwa-chong-fish-head-steamboat-corner
Good Luck Beerhouse,9 Haji Lane Singapore 189202,"['Bars', 'Dim Sum', 'Late Night', 'Craft Beer']",https://www.burpple.com/good-luck-beerhouse
Fukusen Japanese Restaurant,33 Jalan Sultan #01-02 Singapore 198965,"['Sushi', 'Chirashi', 'Japanese']",https://www.burpple.com/fukusen-japanese-dining
Mr Stork,5 Fraser Street Level 39 Andaz Singapore Singapore 189354,"['Bars', 'Great View', 'Late Night', 'Cocktails']",https://www.burpple.com/mr-stork
NOX - Dine in the Dark,269 Beach Road Singapore 199546,"['Interesting', 'Dinner With Drinks', 'Date Night', 'European']",https://www.burpple.com/nox-dine-in-the-dark
Chaiholics (Haji Lane),26 Haji Lane The Singapura Club Singapore 189219,['Cafes & Coffee'],https://www.burpple.com/chaiholics-the-singapura-club
Vege Pot,190 Middle Road #02-31 Fortune Centre Singapore 188979,"['Local Delights', 'Vegetarian', 'Healthy', 'Chinese']",https://www.burpple.com/vege-pot
New Green Pasture Cafe,190 Middle Road #04-22 Fortune Centre Singapore 188979,"['Local Delights', 'Vegetarian', 'Healthy', 'Cafes & Coffee']",https://www.burpple.com/new-green-pasture-cafe
Fortune Centre,190 Middle Road Singapore 188979,"['Vegetarian', 'Kopitiam']",https://www.burpple.com/fortune-centre
Tabbouleh (Arab Street),41 Arab Street Singapore 199740,"['Middle Eastern', 'Turkish', '1-For-1 Deals']",https://www.burpple.com/tabbouleh
Herbivore,190 Middle Road #01-13/14 Fortune Centre Singapore 188979,"['Sushi', 'Vegetarian', 'Japanese', 'Healthy']",https://www.burpple.com/herbivore
Padi,53 Bussorah Street Singapore 199469,"['Malay', 'Halal']",https://www.burpple.com/padi
The Green Oven (Alley on 25),5 Fraser Street Level 25 Andaz Singapore Alley on 25 Singapore 189354,"['Great View', 'Dinner With Drinks', 'Good For Groups', 'Western', 'Breakfast & Brunch']",https://www.burpple.com/the-green-oven
So France,7 Fraser Street #01-51/56 DUO Galleria Singapore 189356,"['French', 'Dinner With Drinks', 'Cafes & Coffee', 'Breakfast & Brunch']",https://www.burpple.com/so-france
Maison Ikkoku,20 Kandahar Street Level 2 Singapore 198885,"['Bars', 'Japanese', 'Dinner With Drinks', 'Date Night', 'European', 'Late Night', 'Cocktails']",https://www.burpple.com/fort-by-maison-ikkoku
Song Garden,122 Middle Road Mercure Singapore Bugis Singapore 188973,"['Dim Sum', 'Good For Groups', 'Chinese']",https://www.burpple.com/song-garden-at-mecure-hotel-bugis
% Arabica (Arab Street),56 Arab Street Singapore 199753,"['Cafes & Coffee', 'Desserts']",https://www.burpple.com/arabica-singapore-arab-street
Ciao Italian Risto Bar,8 Haji Lane #01-01 Singapore 189201,"['Pasta', 'Italian', 'Pizza', 'Dinner With Drinks', 'Date Night', 'Late Night']",https://www.burpple.com/ciao-1
PizzaExpress (DUO Galleria),7 Fraser Street #01-01/02 DUO Galleria Singapore 189356,"['Pasta', 'Italian', 'Pizza']",https://www.burpple.com/pizza-express-11
Baker & Cook (InterContinental Singapore),80 Middle Road InterContinental Singapore Singapore 188966,"['Bread', 'Cafes & Coffee', 'Desserts', 'Breakfast & Brunch']",https://www.burpple.com/gpeTKsBi
IB HQ,774A North Bridge Road Singapore 198742,"['Bars', 'Cocktails']",https://www.burpple.com/ib-hq
Joe & Dough (DUO Galleria),7 Fraser Street #01-34/35 DUO Galleria Singapore 189356,"['Sandwiches', 'Cafes & Coffee', 'Desserts', 'Cakes', 'Breakfast & Brunch']",https://www.burpple.com/joe-dough-cafe
Meomi Cat Cafe,668 North Bridge Road Singapore 188801,"['Interesting', 'Cafes & Coffee']",https://www.burpple.com/meomi-cat-cafe
Lina's Cafe,7 Jalan Pisang Singapore 199074,"['Local Delights', 'Cafes & Coffee', 'Malay', 'Desserts', 'Cakes', 'Halal']",https://www.burpple.com/linas-cafe
Man Man Japanese Unagi Restaurant (DUO Galleria),7 Fraser Street #01-48 DUO Galleria Singapore 189356,"['Seafood', 'Japanese']",https://www.burpple.com/man-man-japanese-unagi-restaurant-duo-galleria
HolyCrab,2 Tan Quee Lan Street #01-03 Singapore 188091,"['Seafood', 'Zi Char', 'Chinese']",https://www.burpple.com/holycrab
Bergs Gourmet Burgers (Haji Lane),10 Haji Lane Singapore 189203,"['Burgers', 'Western']",https://www.burpple.com/bergs-haji-lane
Small’s,161 Middle Road Singapore 188978,['Pizza'],https://www.burpple.com/smalls
Islamic Restaurant,745 North Bridge Road Singapore 198713,"['Burpple Guides', 'Indian', 'Cheap & Good', 'Hawker Food', 'Halal']",https://www.burpple.com/islamic-restaurant
Pizza Fabbrica,70 Bussorah Street Singapore 199483,"['Pasta', 'Italian', 'Pizza', 'Dinner With Drinks', 'Date Night']",https://www.burpple.com/pizza-fabbrica
Chow Zan Dessert,801 North Bridge Road Singapore 198769,['Desserts'],https://www.burpple.com/dessert-chow-zan
Kao Gong Fu,470 North Bridge Road #01-02 Bugis Cube Singapore 188735,"['Supper', 'Late Night', 'Chinese', 'Steamboat']",https://www.burpple.com/kao-gong-fu
Xun Wei Hotpot,28 Liang Seah Street Singapore 189049,"['Rainy Day Comforts', 'Buffets', 'Supper', 'Chinese', 'Steamboat']",https://www.burpple.com/xun-wei-hotpot
Zhong Hua Steamboat & Ramen,95 Beach Road #01-01 Singapore 189699,"['Buffets', 'Japanese', 'Supper', 'Steamboat']",https://www.burpple.com/zhong-hua-steamboat-ramen
Ji De Chi Dessert (Liang Seah Court),8 Liang Seah Street #01-03 Liang Seah Court Singapore 189029,"['Desserts', 'Supper']",https://www.burpple.com/ji-de-chi-dessert
Cao Vietnamese Cuisine,2 Liang Seah Street Singapore 189023,['Vietnamese'],https://www.burpple.com/cao-vietnamese-cuisine
Muzium Cafe,8/9 Bali Lane Singapore 189845,"['Turkish', 'Cafes & Coffee', 'Mediterranean']",https://www.burpple.com/muzium-cafe
Coco&Frank,12 Haji Lane Singapore 189205,['Desserts'],https://www.burpple.com/cocofrank
Asia Baru Snack Bar,390 Victoria Street #02-55 Golden Landmark Shopping Centre Singapore 188061,['Hawker Food'],https://www.burpple.com/asia-baru-snack-bar
Goodwill Cafeteria,390 Victoria Street #02-32 Golden Landmark Shopping Complex Singapore 188061,"['Cafes & Coffee', 'Hawker Food']",https://www.burpple.com/golden-landmark-shopping-complex
Singapore Famous Rojak (Albert Centre Market & Food Centre),270 Queen Street #01-45 Albert Centre Market & Food Centre Singapore 180270,['Hawker Food'],https://www.burpple.com/singapore-famous-rojak
2CÔ SG,269B Queen Street #01-236 QS269 Food House Singapore 182269,"['Vietnamese', 'Hawker Food']",https://www.burpple.com/2-co-sg
Zheng Xing Mei Shi (Albert Centre Market & Food Centre),270 Queen Street #01-64 Albert Centre Market & Food Centre Singapore 180270,"['Desserts', 'Hawker Food']",https://www.burpple.com/zheng-xing-mei-shi
Tien Fook (Albert Centre Market & Food Centre),270 Queen Street #01-116 Albert Centre Market & Food Centre Singapore 180270,['Hawker Food'],https://www.burpple.com/tien-fook
Ah Seng Bak Chor Mee (Albert Centre Market & Food Centre),270 Queen Street #01-77 Albert Centre Market & Food Centre Singapore 180270,['Hawker Food'],https://www.burpple.com/ah-seng-bak-chor-mee
Korean Food (Fortune Centre),190 Middle Road #02-18 Fortune Centre Singapore 188979,"['Cheap & Good', 'Korean']",https://www.burpple.com/korean-food
Li Fang Congee (Albert Centre Market & Food Centre),270 Queen Street #01-78 Albert Centre Market & Food Centre Singapore 180270,['Hawker Food'],https://www.burpple.com/li-fang-porridge
Yellow Box,345 Beach Road Singapore 199568,"['Malay', 'Indonesian', 'Hawker Food']",https://www.burpple.com/yellow-box
Crispy Pancake,3 New Bugis Street Bugis Village Singapore 188867,['Desserts'],https://www.burpple.com/crispy-pancake-bugis-street
Just Steam 纯蒸,776 North Bridge Road Singapore 198744,"['Seafood', 'Healthy', 'Good For Groups', 'Chinese']",https://www.burpple.com/just-steam
K-ju,112 Middle Road #01-00A Midland House Singapore 188970,"['Bars', 'Korean']",https://www.burpple.com/kju
Green Bliss Habitat,190 Middle Road #02-01 Fortune Centre Singapore 188979,"['Local Delights', 'Vegetarian']",https://www.burpple.com/green-bliss-habitat
Traditional Wanton Noodle (Albert Centre Market & Food Centre),270 Queen Street #01-118 Albert Centre Market & Food Centre Singapore 180270,['Hawker Food'],https://www.burpple.com/traditional-wanton-noodle-albert-centre
Asian House,190 Middle Road #01-32 Fortune Centre Singapore 188979,"['Local Delights', 'Hawker Food']",https://www.burpple.com/asian-house
Eat 3 Cuts,175 Bencoolen Street #01-49 Burlington Square Singapore 189649,"['Chinese', 'Hawker Food']",https://www.burpple.com/eat3cuts
Sushi Plus,200 Victoria Street #02-53 Bugis Junction Singapore 188021,"['Sushi', 'Japanese']",https://www.burpple.com/sushi-plus-bugis-junction
SaladStop! (DUO Galleria),7 Fraser Street #01-58 DUO Galleria Singapore 189350,"['Healthy', 'Salads', 'Takeaway Available']",https://www.burpple.com/saladstop-duo-galleria
Agrobazaar Malaysia,43 Sultan Gate Singapore 198485,"['Local Delights', 'Cafes & Coffee']",https://www.burpple.com/agrobazaar-malaysia
Chu Tang 初堂,7 Fraser Street #B3-07 DUO Galleria Singapore 189356,"['Taiwanese', 'Sandwiches', 'Desserts']",https://www.burpple.com/chu-tang
All In,660 North Bridge Road Singapore 188797,"['Ice Cream & Yoghurt', 'Cafes & Coffee', 'Desserts', 'Halal']",https://www.burpple.com/all-in
Meating Place,7 Fraser Street #01-27 DUO Galleria Singapore 189356,"['Steak', 'Western']",https://www.burpple.com/meating-place
Fukusen Izakaya,51 Jalan Sultan Singapore 198975,['Japanese'],https://www.burpple.com/fukusen-izakaya
Teppan Chef's Table,5 Fraser Street Level 25 Andaz Singapore Singapore 189354,['Japanese'],https://www.burpple.com/teppan-chefs-table
Tai Liu Crayfish,1 Liang Seah Street #01-07/08 Singapore 189022,"['Seafood', 'Supper', 'Chinese']",https://www.burpple.com/tai-liu-crayfish
Noodle Thai Thai Kitchen (Beach Road),327 Beach Road Singapore 199560,"['Thai', 'Cheap & Good', 'Takeaway Available']",https://www.burpple.com/noodle-thaithai-kitchen
Puri-Puri,367 Beach Road Singapore 199579,['Japanese'],https://www.burpple.com/puripuri
Funq,20 Haji Lane Singapore 189213,"['Bars', 'Late Night']",https://www.burpple.com/funq-sg
Happy Crab,13 Pahang Street Singapore 198613,"['Seafood', 'Zi Char', 'Good For Groups', 'Hawker Food']",https://www.burpple.com/happy-crab
Victory Restaurant,701 North Bridge Road Singapore 198677,"['Burpple Guides', 'Indian', 'Cheap & Good', 'Supper', 'Hawker Food']",https://www.burpple.com/victory-restaurant-pte-ltd
Say Seng Cooked Food (Albert Centre Market & Food Centre),270 Queen Street #01-92 Albert Centre Market & Food Centre Singapore 180270,['Hawker Food'],https://www.burpple.com/say-seng-cooked-food
Pondok Jawa Timur,737 North Bridge Road Singapore 198705,"['Indonesian', 'Halal']",https://www.burpple.com/pondok-jawa-timur
Queen St. Prawn Noodles (Albert Centre Market & Food Centre),270 Queen Street #01-60 Albert Centre Market & Food Centre Singapore 180270,['Hawker Food'],https://www.burpple.com/queen-st-prawn-noodles
BAIT,73 Bussorah Street Singapore 199486,"['Bars', 'Pizza', 'Western']",https://www.burpple.com/baitsg
Seow Choon Hua Restaurant,33 Sultan Gate Singapore 198481,"['Cheap & Good', 'Chinese', 'Hawker Food']",https://www.burpple.com/seow-choon-hua-restaurant
Sari Ratu Restaurant (Haji Lane),20 Pahang Street Singapore 198617,['Indonesian'],https://www.burpple.com/sari-ratu-restaurant
Jagjit Dhaba,12 Pahang Street Singapore 198613,['Hawker Food'],https://www.burpple.com/jagjit-dhaba
No Name Teh Sarabat Stall,21 Baghdad Street Singapore 199660,"['Indian', 'Hawker Food']",https://www.burpple.com/teh-sarabat-stall
Nasrin Authentic Persian Cuisine,58 Arab Street Singapore 199755,['Middle Eastern'],https://www.burpple.com/nasrin-i-restaurant
Luk Lu Eating House,341 Beach Road Singapore 199567,"['Kopitiam', 'Hawker Food']",https://www.burpple.com/luk-lu-eating-house
Barcook Bakery (OG Albert Complex),60 Albert Street #01-03/04 OG Albert Complex Singapore 189969,"['Bread', 'Desserts', 'Cakes']",https://www.burpple.com/barcook-bakery
328 Katong Laksa (OG Albert Complex),60 Albert Street #01-02 OG Albert Complex Singapore 189969,"['Local Delights', 'Hawker Food']",https://www.burpple.com/katong-laksa-bugis
Plancha’Lah! (Alley on 25),5 Fraser Street Level 25 Andaz Singapore Alley on 25 Singapore 189354,"['Dinner With Drinks', 'Date Night']",https://www.burpple.com/planchalah
Four Season Coffee Bread,190 Middle Road #01-02 Fortune Centre Singapore 188979,"['Kopitiam', 'Bread', 'Cafes & Coffee']",https://www.burpple.com/four-season-coffee-bread
MooTeow Chilli Beef Kway Teow (Wild Market),100 Beach Road #01-31 Shaw Towers Wild Market Singapore 189702,['Hawker Food'],https://www.burpple.com/mooteow
Bunny Tea,7 Fraser Street #01-57 DUO Galleria Singapore 189356,['Desserts'],https://www.burpple.com/bunny-tea
FatBack & Rye,53 Haji Lane Singapore 189246,"['Bars', 'Sandwiches', 'Craft Beer', 'Cocktails']",https://www.burpple.com/fatback-rye
Yummy Rice Shop (Albert Centre Market & Food Centre),270 Queen Street #01-107 Albert Centre Market & Food Centre Singapore 180270,['Hawker Food'],https://www.burpple.com/yummy-rice-shop
Fortune Food (Albert Centre Market & Food Centre),270 Queen Street #01-80 Albert Centre Market & Food Centre Singapore 180270,['Hawker Food'],https://www.burpple.com/fortune-food-albert-centre-market-food-centre
New Rong Liang Ge Cantonese Roast Duck (Queen Street),269B Queen Street #01-235 3838 Eating Place Singapore 182269,"['Local Delights', 'Cheap & Good', 'Hawker Food']",https://www.burpple.com/new-rong-liang-ge
Whampoa Soya Bean (Albert Centre Market & Food Centre),270 Queen Street #01-56 Albert Centre Market & Food Centre Singapore 180270,"['Desserts', 'Hawker Food']",https://www.burpple.com/whampoa-soya-bean-1
Sa Tae Bak,31 Bali Lane Singapore 189867,"['Bars', 'BBQ']",https://www.burpple.com/sa-tae-bak
